id,nombre_nodo,tipo,codigo,regional,direccion,capacidad_kva,voltaje_sistema_dc
1,IDEO,IV,COL-VAL-CLO-IDO,sur,"Carrera 1 # 62 - 00, bodega 3, cali",75.0,54.0
